TIMESTAMP,POWER,U10,V10,U100,V100
20150102 14:00,NA,13.119199999999999,-3.3494999999999999,18.777899999999999,-5.0519400000000001
20150102 15:00,0.99632068405884899,13.2819,-3.4263300000000001,19.081,-5.2472200000000004
20150102 16:00,NA,12.8893,-3.4006599999999998,18.522099999999998,-5.2988499999999998
20150102 17:00,NA,12.2058,-3.7969900000000001,17.5197,-5.7517800000000001
20150102 18:00,0.99110013439674804,13.311299999999999,-3.8260100000000001,18.964099999999998,-5.7996400000000001
20150102 19:00,NA,12.3124,-3.9004500000000002,17.7456,-5.8444399999999996
20150102 20:00,NA,12.34,-3.0797400000000001,17.559200000000001,-4.6221699999999997
20150102 21:00,0.99161784596286495,13.6525,-5.8051300000000001,19.2867,-8.4862300000000008
20150102 22:00,NA,12.1632,-3.5582799999999999,17.9819,-5.6142099999999999
20150102 23:00,NA,13.843299999999999,-3.1287600000000002,19.7182,-4.7088400000000004
20150103 00:00,0.99559399296622897,13.813800000000001,-3.05864,19.777699999999999,-4.5946600000000002
20150103 01:00,NA,13.615,-0.94935199999999997,19.5641,-1.61703
20150103 02:00,NA,13.0152,0.67024499999999998,18.728899999999999,0.86168199999999995
20150103 03:00,0.99463347897562404,13.968299999999999,1.93014,20.198499999999999,2.4725000000000001
20150103 04:00,NA,14.1249,1.2694799999999999,20.488600000000002,1.4577800000000001
20150103 05:00,NA,14.660399999999999,-0.22528200000000001,21.180299999999999,-0.67471400000000004
20150103 06:00,0.96374801855284797,13.807700000000001,-2.1589999999999998,19.740600000000001,-3.32159
20150103 07:00,NA,10.927199999999999,-1.68293,15.8908,-2.6971500000000002
20150103 08:00,NA,9.7326200000000007,-2.1435399999999998,14.2707,-3.4053900000000001
20150103 09:00,0.94892685584915604,8.9046400000000006,-2.4351699999999998,12.9823,-3.7882600000000002
20150103 10:00,NA,8.5027100000000004,-3.1119400000000002,12.158799999999999,-4.6579899999999999
20150103 11:00,NA,7.8296999999999999,-3.7868400000000002,11.098599999999999,-5.5499700000000001
20150103 12:00,0.94135332725940202,7.3166099999999998,-3.8511099999999998,10.233000000000001,-5.6204799999999997
20150103 13:00,NA,7.8084600000000002,-4.1354100000000003,10.993600000000001,-6.1457100000000002
20150103 14:00,NA,8.4943600000000004,-5.15374,12.071099999999999,-7.51675
20150103 15:00,0.935846692526211,8.3881200000000007,-4.9718200000000001,11.9818,-7.32829
20150103 16:00,NA,8.9036500000000007,-4.58507,12.6633,-6.8127399999999998
20150103 17:00,NA,8.7696400000000008,-5.3928099999999999,12.4589,-7.9052100000000003
20150103 18:00,0.93605552603955,8.7758699999999994,-5.49641,12.625299999999999,-8.1309799999999992
20150103 19:00,NA,9.2777700000000003,-5.4492399999999996,13.294499999999999,-8.0551300000000001
20150103 20:00,NA,8.9116599999999995,-5.6819600000000001,12.8063,-8.3888999999999996
20150103 21:00,0.94675062724819403,5.2466999999999997,-8.5577500000000004,7.3724400000000001,-12.4129
20150103 22:00,NA,5.0948900000000004,-7.6284700000000001,7.2486300000000004,-11.245699999999999
20150103 23:00,NA,5.9533899999999997,-7.1030800000000003,8.5731999999999999,-10.537599999999999
20150104 00:00,0.91522486324283103,6.3577700000000004,-6.82043,9.1501900000000003,-10.0998
20150104 01:00,NA,5.3771100000000001,-6.9729799999999997,7.7606200000000003,-10.254
20150104 02:00,NA,5.1601600000000003,-7.8361999999999998,7.3082799999999999,-11.355
20150104 03:00,0.84958602832199803,5.0380799999999999,-7.1153599999999999,7.2126099999999997,-10.4771
20150104 04:00,NA,5.9036,-6.4865599999999999,8.3954799999999992,-9.5329700000000006
20150104 05:00,NA,6.3035699999999997,-6.4028700000000001,8.9520300000000006,-9.3541899999999991
20150104 06:00,0.83922361388896505,6.3371700000000004,-6.5635899999999996,9.00136,-9.60182
20150104 07:00,NA,6.3805399999999999,-6.9268000000000001,9.1035900000000005,-10.1168
20150104 08:00,NA,6.36144,-7.2570199999999998,9.0714699999999997,-10.6037
20150104 09:00,0.91998162135010197,6.25692,-7.3330299999999999,8.9010499999999997,-10.7401
20150104 10:00,NA,5.7764100000000003,-7.16662,8.0929500000000001,-10.405200000000001
20150104 11:00,NA,5.4085799999999997,-7.5043899999999999,7.4902600000000001,-10.7235
20150104 12:00,0.88747851266334299,4.9796500000000004,-6.4085700000000001,6.8874599999999999,-9.17727
20150104 13:00,NA,5.1694800000000001,-6.2815700000000003,7.2260999999999997,-9.1041500000000006
20150104 14:00,NA,5.2275099999999997,-5.7189800000000002,7.4768999999999997,-8.5333199999999998
20150104 15:00,0.75919354674072304,5.2287499999999998,-5.1475,7.6676799999999998,-7.9163100000000002
20150104 16:00,NA,5.3256600000000001,-5.3792999999999997,7.8478399999999997,-8.1814400000000003
20150104 17:00,NA,5.3987400000000001,-5.1578099999999996,7.9550599999999996,-7.8527300000000002
20150104 18:00,0.72216726799608699,5.9531700000000001,-5.1753900000000002,8.7692499999999995,-7.8033099999999997
20150104 19:00,NA,6.4230999999999998,-4.3532599999999997,9.4741,-6.5518200000000002
20150104 20:00,NA,6.7444100000000002,-4.0218299999999996,9.9095499999999994,-6.0771699999999997
20150104 21:00,0.906784515704811,6.1896500000000003,-3.46,9.28078,-5.3657899999999996
20150104 22:00,NA,6.3426099999999996,-2.7391299999999998,9.7265099999999993,-4.4188700000000001
20150104 23:00,NA,7.1675700000000004,-2.0605899999999999,10.854100000000001,-3.4098799999999998
20150105 00:00,0.90590759841046298,7.2176200000000001,-1.91205,10.8536,-3.1680899999999999
20150105 01:00,NA,8.0263500000000008,-2.2282999999999999,12.0449,-3.6964299999999999
20150105 02:00,NA,7.2139600000000002,-2.5287099999999998,10.9679,-4.21035
20150105 03:00,0.64908040549738999,6.3756399999999998,-2.3449,9.7519799999999996,-3.9917400000000001
20150105 04:00,NA,6.0644,-1.8359000000000001,9.4195499999999992,-3.2326700000000002
20150105 05:00,NA,5.7616800000000001,-1.79426,9.0675500000000007,-3.2107199999999998
20150105 06:00,0.54847006364650197,5.40951,-1.85656,8.5365699999999993,-3.2775799999999999
20150105 07:00,NA,4.5305099999999996,-1.4936400000000001,7.3100100000000001,-2.82498
20150105 08:00,NA,4.4201699999999997,-0.720638,7.2312599999999998,-1.66499
20150105 09:00,0.52308420766337604,4.7549900000000003,-0.181839,7.4612999999999996,-0.69170500000000001
20150105 10:00,NA,4.9487300000000003,0.18920300000000001,7.4103599999999998,-0.0350151
20150105 11:00,0.35542660298754097,4.7670700000000004,0.47678700000000002,7.0766200000000001,0.43627100000000002
20150105 12:00,0.52586233670619897,5.1625699999999997,0.38357999999999998,7.08324,0.29585400000000001
20150105 13:00,0.55818396117847102,4.3552400000000002,0.34821999999999997,6.0370799999999996,0.28166999999999998
20150105 14:00,0.289414180978326,2.9765299999999999,0.79538799999999998,4.4108499999999999,0.84125499999999998
20150105 15:00,0.055364155634627599,1.5419799999999999,1.0039800000000001,2.9909400000000002,1.1666700000000001
20150105 16:00,0.016871422017493299,0.53939899999999996,1.7015899999999999,1.91082,2.3148300000000002
20150105 17:00,0.0226749543071928,0.38534600000000002,2.4221599999999999,1.8227100000000001,3.71692
20150105 18:00,0.061979971427432598,0.90156000000000003,2.7746499999999998,2.6470899999999999,4.2351099999999997
20150105 19:00,0.0573989228315838,1.4865900000000001,2.4820000000000002,3.4980000000000002,3.7170800000000002
20150105 20:00,0.025390751184263399,1.5482100000000001,2.1559200000000001,3.65306,3.2696299999999998
20150105 21:00,0.054008738343717999,1.3188299999999999,2.2876799999999999,3.3843100000000002,3.6326200000000002
20150105 22:00,0.073473663007185899,1.3762399999999999,2.6654599999999999,3.4272200000000002,4.2432600000000003
20150105 23:00,0.12295300290943,1.1543099999999999,2.9420299999999999,3.0909,4.7593899999999998
20150106 00:00,0.15676273943699301,1.16737,3.2830599999999999,3.1025800000000001,5.3949299999999996
20150106 01:00,0.31818676113757199,0.222856,3.6916899999999999,1.54304,6.4406100000000004
20150106 02:00,0.27755694046746898,0.86860800000000005,4.2915099999999997,2.3616999999999999,6.8556600000000003
20150106 03:00,0.42918130007033101,0.68190499999999998,4.7469599999999996,1.9032100000000001,7.4251399999999999
20150106 04:00,0.67849907174755997,0.144681,5.1970999999999998,1.0338700000000001,8.0582399999999996
20150106 05:00,0.72775556362088401,-0.53886199999999995,5.6996799999999999,-0.0269567,8.7637800000000006
20150106 06:00,0.78333165045297604,-0.95236299999999996,6.0318399999999999,-0.64794099999999999,9.4899400000000007
20150106 07:00,0.74328416943461295,-1.1581999999999999,6.2858299999999998,-1.0251399999999999,9.88978
20150106 08:00,0.79783259767909498,-1.63663,6.6055900000000003,-1.8870400000000001,10.1373
20150106 09:00,0.74247385577635905,-1.5632600000000001,7.1022600000000002,-1.91283,10.425800000000001
20150106 10:00,0.77575518666457099,-1.3359099999999999,7.0838999999999999,-1.51969,10.2753
20150106 11:00,0.79672714658152899,-1.58765,7.54237,-1.8959699999999999,10.646800000000001
20150106 12:00,0.87673499796461096,-1.6705300000000001,8.0403000000000002,-2.0609099999999998,11.3322
20150106 13:00,0.87500590122976696,-1.33995,8.3031699999999997,-1.5930299999999999,11.7705
20150106 14:00,0.86686496993619599,-1.06792,8.0868400000000005,-1.2146699999999999,11.7224
20150106 15:00,0.85098505095995103,-1.26128,7.76729,-1.4933799999999999,11.244
20150106 16:00,0.82164320663483503,-1.4846900000000001,7.7178699999999996,-1.84887,11.2224
20150106 17:00,0.87003142885698403,-1.0903700000000001,8.2511700000000001,-1.30752,11.8963
20150106 18:00,0.89956701762297797,-0.808921,8.5430399999999995,-0.91068199999999999,12.291600000000001
20150106 19:00,0.88494553200453496,-0.33047799999999999,7.93485,-0.117537,11.5052
20150106 20:00,0.84391694621506796,1.0673600000000001,7.0435600000000003,1.9425399999999999,10.2982
20150106 21:00,0.81338239794033795,1.26098,6.5752300000000004,2.22329,9.4966699999999999
20150106 22:00,0.81689519305052305,2.2485200000000001,6.7501699999999998,3.6636500000000001,9.75596
20150106 23:00,0.83915266840970604,3.38184,6.0488400000000002,5.6963699999999999,9.0622100000000003
20150107 00:00,0.80440912689700494,4.7840600000000002,-1.22543,7.32193,-2.4135499999999999
20150107 01:00,0.65653487562560897,4.5296599999999998,-5.49343,6.4749600000000003,-8.3594000000000008
20150107 02:00,0.63310482367104304,3.87914,-2.7157200000000001,6.2422399999999998,-4.8197599999999996
20150107 03:00,0.68556907354973096,4.7704399999999998,-1.67181,7.8424899999999997,-3.2707299999999999
20150107 04:00,0.62749702126906803,5.4001799999999998,-1.7798,8.6379800000000007,-3.3111899999999999
20150107 05:00,0.65933118549833503,5.5704099999999999,-1.3031200000000001,8.9091699999999996,-2.57822
20150107 06:00,0.64450708784117405,5.4428599999999996,-0.37410199999999999,8.8521900000000002,-1.07975
20150107 07:00,0.55651352930375797,5.6968699999999997,0.51116600000000001,9.2100500000000007,0.39428099999999999
20150107 08:00,0.55389373881493797,5.6240899999999998,0.80169100000000004,9.0762699999999992,0.86232299999999995
20150107 09:00,0.68605522690130905,6.1716100000000003,0.95591599999999999,9.4974600000000002,1.07284
20150107 10:00,0.59598357098869004,6.3114699999999999,1.3431500000000001,9.4522700000000004,1.6376200000000001
20150107 11:00,0.71011157422882998,6.2505800000000002,2.3126199999999999,9.2124299999999995,3.0259100000000001
20150107 12:00,0.75788564341791398,5.0366799999999996,2.8786100000000001,7.7524800000000003,3.7513000000000001
20150107 13:00,0.68750580723188304,4.9636300000000002,3.73298,7.7761399999999998,5.1846300000000003
20150107 14:00,0.68724922098499897,5.0529900000000003,4.6936299999999997,7.9116799999999996,6.6844000000000001
20150107 15:00,0.71848739110953996,4.3159200000000002,5.2513199999999998,7.0575099999999997,7.6500000000000004
20150107 16:00,0.74574792856624295,3.8522799999999999,5.7950900000000001,6.5593700000000004,8.6356699999999993
20150107 17:00,0.76932823569197095,3.8368699999999998,6.4434399999999998,6.4877399999999996,9.4075900000000008
20150107 18:00,0.78994468218262603,4.1806999999999999,7.0274000000000001,6.8372299999999999,10.1835
20150107 19:00,0.90448034002685296,4.9745900000000001,7.70479,7.9827399999999997,11.1555
20150107 20:00,0.93578366048878403,5.1003800000000004,8.3683599999999991,8.0333400000000008,12.1022
20150107 21:00,0.96594711186746696,4.7759499999999999,9.2959800000000001,7.5518099999999997,13.438499999999999
20150107 22:00,0.97340375565259296,5.1348799999999999,10.0153,8.0829900000000006,14.4961
20150107 23:00,0.982307435875864,6.0578399999999997,10.307499999999999,9.4125999999999994,14.91
20150108 00:00,0.98451115732597205,6.7653299999999996,10.295,10.502800000000001,14.863799999999999
20150108 01:00,0.98122853575184499,5.9932999999999996,10.5321,9.4365699999999997,15.333399999999999
20150108 02:00,0.97858935137764202,6.4313900000000004,9.8351199999999999,10.147399999999999,14.2064
20150108 03:00,0.98074855061018196,7.0676899999999998,8.8182299999999998,11.0954,12.624000000000001
20150108 04:00,0.96969555978215605,8.4665199999999992,7.60283,13.020099999999999,10.8674
20150108 05:00,0.95822961941715101,9.1609300000000005,5.9526399999999997,13.962199999999999,8.4086099999999995
20150108 06:00,0.90950011850025902,8.39602,4.3224200000000002,12.8995,5.9108799999999997
20150108 07:00,0.84339252204890502,7.4373100000000001,3.0822400000000001,11.5548,4.0516800000000002
20150108 08:00,0.79310522980286902,6.46549,2.8433199999999998,10.2873,3.77711
20150108 09:00,0.68112115514172999,6.20878,2.4925999999999999,9.8874499999999994,3.2460900000000001
20150108 10:00,0.69522391725074395,6.4680099999999996,1.8934299999999999,9.9106900000000007,2.2907500000000001
20150108 11:00,0.85027062819857502,7.4990899999999998,1.0561400000000001,11.2257,1.1449400000000001
20150108 12:00,0.677088275038775,7.3787599999999998,0.088269,10.896000000000001,-0.23538899999999999
20150108 13:00,0.62128717854856497,6.6901799999999998,0.47170000000000001,10.034000000000001,0.22570399999999999
20150108 14:00,0.62721274106138503,6.6453100000000003,0.50204000000000004,10.0936,0.25524400000000003
20150108 15:00,0.61818788650149803,6.3372799999999998,0.69985699999999995,9.7343600000000006,0.55202700000000005
20150108 16:00,0.63830252492908601,6.9309599999999998,0.20125199999999999,10.532999999999999,-0.199266
20150108 17:00,0.81243660150219998,7.6617100000000002,-1.5597000000000001,11.345000000000001,-2.7454900000000002
20150108 18:00,0.73429333550222597,7.1422100000000004,-1.4144399999999999,10.641,-2.54732
20150108 19:00,0.82030883765141405,8.0122,-1.40533,11.824299999999999,-2.54135
20150108 20:00,0.89384066784679095,9.0901999999999994,-1.6778299999999999,13.351800000000001,-2.8112900000000001
20150108 21:00,0.93659106071002096,9.24587,-1.81063,13.504200000000001,-2.9613399999999999
20150108 22:00,1,8.4939099999999996,-1.5401100000000001,12.5214,-2.6476000000000002
20150108 23:00,0.89172820046938595,8.6200299999999999,-0.95764899999999997,12.7546,-1.74593
20150109 00:00,0.896991153769649,8.2626299999999997,0.19555400000000001,12.289999999999999,-0.051781399999999998
20150109 01:00,1,8.1792200000000008,0.80065799999999998,12.1877,0.84012299999999995
20150109 02:00,0.92160166352552997,7.1154200000000003,4.0768800000000001,10.758800000000001,5.6762699999999997
20150109 03:00,0.95059660552283898,9.3431700000000006,5.5156200000000002,13.6838,7.6987300000000003
20150109 04:00,0.94432028385376798,7.02285,7.3829599999999997,10.6534,10.522500000000001
20150109 05:00,0.98030906396202,8.4150899999999993,10.278,12.713900000000001,14.568099999999999
20150109 06:00,0.99515893523321797,12.1463,11.402100000000001,17.913599999999999,16.129100000000001
20150109 07:00,0.99627537250068299,15.843400000000001,6.3722099999999999,23.195900000000002,9.1719799999999996
20150109 08:00,0.99335064464710099,14.5618,-0.36972899999999997,21.57,-1.05786
20150109 09:00,0.995158318002064,14.8756,-1.1531499999999999,21.744399999999999,-2.0421800000000001
20150109 10:00,0.99821634185373698,15.1524,-1.2145999999999999,22.0611,-2.0358700000000001
20150109 11:00,0.997974839283152,15.628399999999999,-2.40821,22.5488,-3.7028500000000002
20150109 12:00,0.999281091181905,16.5838,-2.9760399999999998,23.890999999999998,-4.6128400000000003
20150109 13:00,0.99817610260786804,16.629000000000001,-2.5909599999999999,23.916399999999999,-4.0960299999999998
20150109 14:00,0.99255914674022905,16.499199999999998,-2.7501799999999998,23.666499999999999,-4.3496100000000002
20150109 15:00,0.99363929899264103,16.527899999999999,-4.4447400000000004,23.625399999999999,-6.68804
20150109 16:00,0.99078966054016304,15.9335,-5.0045599999999997,22.752500000000001,-7.5995400000000002
20150109 17:00,0.98842305897765204,14.7736,-5.3578099999999997,21.0335,-7.9546000000000001
20150109 18:00,0.98629078180043595,13.5953,-5.3146300000000002,19.313700000000001,-7.8851699999999996
20150109 19:00,0.97246056016015003,11.662000000000001,-4.3461400000000001,16.563700000000001,-6.4736799999999999
20150109 20:00,0.92668012795186705,10.2212,-3.2395800000000001,14.631,-4.9637399999999996
20150109 21:00,0.85231272626148602,8.6109600000000004,-1.8810899999999999,12.4381,-3.0256699999999999
20150109 22:00,0.78788079000549405,6.7556500000000002,-0.201627,10.0853,-0.63364200000000004
20150109 23:00,0.77839489563377995,5.3440500000000002,1.1834,8.2739399999999996,1.44815
20150110 00:00,0.59173012590739604,4.9113899999999999,2.27894,7.5745399999999998,3.1355499999999998
20150110 01:00,0.377958493413036,3.8611800000000001,4.2826399999999998,6.2633900000000002,6.0770200000000001
20150110 02:00,0.40018698938763803,2.5452300000000001,5.9582600000000001,4.2781099999999999,8.6893100000000008
20150110 03:00,0.74592472303411494,3.5680800000000001,6.6993600000000004,6.8830999999999998,9.6512100000000007
20150110 04:00,0.94887144170972704,10.302099999999999,2.76309,15.83,3.5927600000000002
20150110 05:00,0.97637703947920196,12.859,4.0908899999999999,19.3217,5.6490999999999998
20150110 06:00,0.97870724540742304,13.583600000000001,5.7977299999999996,20.400400000000001,8.19876
20150110 07:00,0.98386756703220901,12.2241,5.3004100000000003,18.636700000000001,7.4758199999999997
20150110 08:00,0.92805823359171102,12.774900000000001,6.1731800000000003,19.3659,8.7867999999999995
20150110 09:00,0.99784412709673898,13.026199999999999,6.7727199999999996,19.659800000000001,9.5566499999999994
20150110 10:00,0.99843268091404702,13.616199999999999,6.81412,20.3931,9.7636900000000004
20150110 11:00,0.99696789203377101,14.7911,1.1554500000000001,21.8874,1.20733
20150110 12:00,0.99859618925383398,15.5069,1.84578,22.663,2.2686799999999998
20150110 13:00,0.998665211082433,17.0122,-2.4030100000000001,24.639600000000002,-4.0103200000000001
20150110 14:00,0.99710795176898404,16.7713,-2.5721699999999998,24.0884,-3.9766300000000001
20150110 15:00,0.99810396804875101,16.748200000000001,-2.4950600000000001,24.001100000000001,-3.8821699999999999
20150110 16:00,0.999185890462714,16.829799999999999,-2.98786,24.105499999999999,-4.6805700000000003
20150110 17:00,0.997858547905764,18.453900000000001,-4.7436800000000003,26.105799999999999,-6.8140999999999998
20150110 18:00,0.99878162990296004,16.7636,-2.1788599999999998,23.7242,-3.1143299999999998
20150110 19:00,0.99878471845148897,17.201499999999999,-3.5991499999999998,24.342700000000001,-5.3044900000000004
20150110 20:00,0.99909638771396303,16.4419,-3.5652699999999999,23.393999999999998,-5.3914600000000004
20150110 21:00,0.99828682243381395,17.383800000000001,-3.56955,24.163,-5.1447500000000002
20150110 22:00,0.99870498955661302,15.818099999999999,-2.3660700000000001,22.5838,-3.7785700000000002
20150110 23:00,0.99691374302341096,15.350899999999999,-2.5809000000000002,21.603400000000001,-3.8848699999999998
20150111 00:00,0.99733698505155,15.4232,-3.47546,21.813099999999999,-5.0432600000000001
20150111 01:00,0.99676178080613298,14.2278,-2.5560900000000002,19.813700000000001,-3.7372899999999998
20150111 02:00,0.99644734042820005,13.029,-2.77678,18.442699999999999,-4.1605999999999996
20150111 03:00,0.99199550240599299,13.896000000000001,-2.5536699999999999,19.628399999999999,-3.9483000000000001
20150111 04:00,0.99410536168528396,12.9876,-2.0539399999999999,18.1569,-3.0804100000000001
20150111 05:00,0.99801869288106004,13.1411,-2.8997000000000002,18.271000000000001,-4.1491899999999999
20150111 06:00,0.99301629562933003,13.1454,-3.4865699999999999,18.2346,-5.0069999999999997
20150111 07:00,0.98704398699304197,12.6112,-4.0781900000000002,17.6112,-5.8397300000000003
20150111 08:00,0.99275551770237802,13.0762,-4.6326299999999998,18.2607,-6.6582800000000004
20150111 09:00,0.99104241813390304,14.2277,-3.7947600000000001,20.046900000000001,-5.6093999999999999
20150111 10:00,0.99455910915281998,13.602,-3.4096700000000002,18.924399999999999,-4.8792900000000001
20150111 11:00,0.99564313180719399,13.304600000000001,-4.7166499999999996,18.804400000000001,-6.8191100000000002
20150111 12:00,0.99398544758956198,12.8514,-5.6384400000000001,18.212299999999999,-8.0919600000000003
20150111 13:00,0.99078915660886002,12.7806,-6.9834199999999997,17.9786,-9.99038
20150111 14:00,0.99152178419512604,12.7904,-6.6181000000000001,17.8689,-9.4087200000000006
20150111 15:00,0.99323337939774903,12.220599999999999,-6.9575699999999996,17.2254,-10.0167
20150111 16:00,0.9909942373549,12.0421,-6.9369899999999998,17.033799999999999,-9.9700100000000003
20150111 17:00,0.98738028431246305,11.868,-5.9367099999999997,16.6448,-8.53139
20150111 18:00,0.95631055714481195,10.786099999999999,-4.9663700000000004,15.398199999999999,-7.1830600000000002
20150111 19:00,0.954337866295769,10.145899999999999,-3.1690299999999998,14.605600000000001,-4.7866600000000004
20150111 20:00,0.94198851088966196,9.4065899999999996,-2.1355599999999999,13.656000000000001,-3.3753099999999998
20150111 21:00,0.86324110298246304,9.1541899999999998,-1.3079000000000001,13.3637,-2.2364600000000001
20150111 22:00,0.78171548032760596,9.7618600000000004,0.184476,14.1951,-0.063895199999999999
20150111 23:00,0.90213855903607698,10.2996,1.1994899999999999,15.0603,1.3521799999999999
20150112 00:00,0.95373661381135399,11.1974,2.7521100000000001,16.3552,3.5732200000000001
20150112 01:00,0.96899806986575299,11.2317,2.4104999999999999,16.468399999999999,3.0989499999999999
20150112 02:00,0.96716396932022797,9.9976099999999999,3.19055,14.8117,4.1988799999999999
20150112 03:00,0.964500171218172,9.5908800000000003,3.9249100000000001,14.263999999999999,5.2669800000000002
20150112 04:00,0.96746393536284403,9.4207199999999993,5.0978599999999998,14.0297,7.1201499999999998
20150112 05:00,0.97419568789418598,9.71861,5.7314299999999996,14.435499999999999,8.0104199999999999
20150112 06:00,0.97469175477135905,11.5261,5.58338,16.901199999999999,7.8768599999999998
20150112 07:00,0.98189602182508695,11.0519,5.4159899999999999,16.3491,7.6628600000000002
20150112 08:00,0.98389145090554098,11.8871,5.8808800000000003,17.5349,8.3609200000000001
20150112 09:00,0.98597595516655101,11.7799,6.5605200000000004,17.4481,9.30654
20150112 10:00,NA,11.000500000000001,6.8353000000000002,16.447800000000001,9.7465899999999994
20150112 11:00,0.990842678488283,10.6172,7.1920200000000003,15.905799999999999,10.2043
20150112 12:00,0.99226437720000404,10.7446,7.0665199999999997,16.113199999999999,10.0166
20150112 13:00,0.99179646713202096,11.575200000000001,6.4594199999999997,17.275700000000001,9.0836600000000001
20150112 14:00,0.99122932308089495,11.7287,5.7363499999999998,17.523499999999999,7.9530700000000003
20150112 15:00,0.99446295262499396,12.474600000000001,4.5009499999999996,18.389600000000002,6.3541100000000004
20150112 16:00,0.98952959147727704,12.027799999999999,1.61937,17.7058,1.95252
20150112 17:00,0.98449857495083404,10.512600000000001,1.34609,15.542999999999999,1.5164
20150112 18:00,0.97899378729526598,10.6881,1.4164699999999999,15.8459,1.65957
20150112 19:00,0.95853676947167898,11.105399999999999,1.7799700000000001,16.3916,2.1964800000000002
20150112 20:00,0.95374489742514401,10.6608,2.4895499999999999,15.758599999999999,3.2823500000000001
20150112 21:00,0.96617894389761605,9.8228500000000007,2.3531200000000001,14.5518,3.0880100000000001
20150112 22:00,0.95745411110246903,8.8238500000000002,2.35364,13.163,3.1300400000000002
20150112 23:00,0.90373916040749103,7.5739200000000002,2.51667,11.4938,3.36246
20150113 00:00,0.850955831065903,5.9487300000000003,2.7883399999999998,9.2905599999999993,3.8419599999999998
20150113 01:00,0.77299879741063304,5.5712999999999999,2.63917,8.9776299999999996,3.66988
20150113 02:00,0.51031615008230202,4.2581300000000004,3.9361899999999999,7.1841900000000001,5.9066700000000001
20150113 03:00,0.58090644336004305,3.39791,4.8601400000000003,5.8350400000000002,7.4100200000000003
20150113 04:00,0.593281388196783,2.4736400000000001,5.3000999999999996,4.4073399999999996,8.1620299999999997
20150113 05:00,0.68900725024449705,1.54765,6.3866399999999999,2.9451100000000001,9.7168700000000001
