TIMESTAMP,FORECAST
20180310 06:00,0.307211324
20180310 07:00,0.363440854
20180310 08:00,0.444509956
20180310 09:00,0.563341294
20180310 10:00,0.678649284
20180310 11:00,0.644579429
20180310 12:00,0.605919623
20180310 13:00,0.569930922
20180310 14:00,0.555807839
20180310 15:00,0.604870325
20180310 16:00,0.581165621
20180310 17:00,0.532441345
20180310 18:00,0.607547456
20180310 19:00,0.61527392
20180310 20:00,0.585367578
20180310 21:00,0.553765566
20180310 22:00,0.532106989
20180310 23:00,0.468199046
20180311 00:00,0.406569649
20180311 01:00,0.374039807
20180311 02:00,0.374382367
20180311 03:00,0.350728299
20180311 04:00,0.393422182
20180311 05:00,0.394111131
20180311 06:00,0.403102194
20180311 07:00,0.443385003
20180311 08:00,0.505092458
20180311 09:00,0.515213728
20180311 10:00,0.461526226
20180311 11:00,0.425493996
20180311 12:00,0.344882383
20180311 13:00,0.316225481
20180311 14:00,0.219391313
20180311 15:00,0.241814129
20180311 16:00,0.304107309
20180311 17:00,0.373028048
20180311 18:00,0.518869875
20180311 19:00,0.602616863
20180311 20:00,0.666002587
20180311 21:00,0.632510949
20180311 22:00,0.5692757
20180311 23:00,0.585090419
20180312 00:00,0.638645729
20180312 01:00,0.574932313
20180312 02:00,0.488544518
20180312 03:00,0.366127313
20180312 04:00,0.238556324
20180312 05:00,0.096369743
20180312 06:00,0.037001496
20180312 07:00,0.052930185
20180312 08:00,0.038350139
20180312 09:00,0.057848893
20180312 10:00,0.017020012
20180312 11:00,0.069614178
20180312 12:00,0.023308288
20180312 13:00,0.030115867
20180312 14:00,0.034025106
20180312 15:00,0.025544073
20180312 16:00,0.074123969
20180312 17:00,0.086840622
20180312 18:00,0.079186311
20180312 19:00,0.090430256
20180312 20:00,0.089877399
20180312 21:00,0.13050416
20180312 22:00,0.127749988
20180312 23:00,0.200577321
20180313 00:00,0.171087566
20180313 01:00,0.21215836
20180313 02:00,0.277680431
20180313 03:00,0.271894138
20180313 04:00,0.290887947
20180313 05:00,0.271766604
20180313 06:00,0.269499409
20180313 07:00,0.292498353
20180313 08:00,0.341827725
20180313 09:00,0.334131337
20180313 10:00,0.353034926
20180313 11:00,0.345461374
20180313 12:00,0.337797596
20180313 13:00,0.28735828
20180313 14:00,0.252477127
20180313 15:00,0.25156943
20180313 16:00,0.214522171
20180313 17:00,0.187781511
20180313 18:00,0.184132503
20180313 19:00,0.20599046
20180313 20:00,0.199467811
20180313 21:00,0.149624262
20180313 22:00,0.145156344
20180313 23:00,0.141809245
20180314 00:00,0.085041049
20180314 01:00,0.067214274
20180314 02:00,0.076736274
20180314 03:00,0.061462331
20180314 04:00,0.03916672
20180314 05:00,0.008887274
20180314 06:00,0.007595665
20180314 07:00,0.001781311
20180314 08:00,0.005537725
20180314 09:00,0.017119928
20180314 10:00,0.02192803
20180314 11:00,0.060961882
20180314 12:00,0.078487121
20180314 13:00,0.060255963
20180314 14:00,0.047936062
20180314 15:00,0.027688564
20180314 16:00,0.036074581
20180314 17:00,0.101854984
20180314 18:00,0.135374113
20180314 19:00,0.250503776
20180314 20:00,0.287239315
20180314 21:00,0.245797617
20180314 22:00,0.257530388
20180314 23:00,0.261097347
20180315 00:00,0.28449283
20180315 01:00,0.380671003
20180315 02:00,0.487375098
20180315 03:00,0.520198374
20180315 04:00,0.526609661
20180315 05:00,0.556342864
20180315 06:00,0.618167435
20180315 07:00,0.620415946
20180315 08:00,0.679712511
20180315 09:00,0.746615523
20180315 10:00,0.848316303
20180315 11:00,0.872301248
20180315 12:00,0.864685851
20180315 13:00,0.908178119
20180315 14:00,0.908846784
20180315 15:00,0.897677437
20180315 16:00,0.896718868
20180315 17:00,0.83418663
20180315 18:00,0.831542685
20180315 19:00,0.819622488
20180315 20:00,0.864947254
20180315 21:00,0.885396576
20180315 22:00,0.879728443
20180315 23:00,0.868705347
20180316 00:00,0.86514735
20180316 01:00,0.877557213
20180316 02:00,0.865877729
20180316 03:00,0.858769075
20180316 04:00,0.864334218
20180316 05:00,0.864424304
20180316 06:00,0.87172154
20180316 07:00,0.886359943
20180316 08:00,0.853451955
20180316 09:00,0.868695877
20180316 10:00,0.907137122
20180316 11:00,0.912982654
20180316 12:00,0.895596776
20180316 13:00,0.887677149
20180316 14:00,0.882414471
20180316 15:00,0.864930109
20180316 16:00,0.883343238
20180316 17:00,0.859064978
20180316 18:00,0.814088955
20180316 19:00,0.743321386
20180316 20:00,0.706301035
20180316 21:00,0.639872553
20180316 22:00,0.646406091
20180316 23:00,0.686847483
20180317 00:00,0.660495077
20180317 01:00,0.66004279
20180317 02:00,0.659609225
20180317 03:00,0.652213318
20180317 04:00,0.629238047
20180317 05:00,0.630963753
20180317 06:00,0.647634498
20180317 07:00,0.650791012
20180317 08:00,0.765341275
20180317 09:00,0.88576647
20180317 10:00,0.799654607
20180317 11:00,0.898625254
20180317 12:00,0.838273233
20180317 13:00,0.881930182
20180317 14:00,0.862715503
20180317 15:00,0.835369133
20180317 16:00,0.847937025
20180317 17:00,0.802026777
20180317 18:00,0.697584941
20180317 19:00,0.597085702
20180317 20:00,0.515284431
20180317 21:00,0.483808386
20180317 22:00,0.548790999
20180317 23:00,0.608853408
20180318 00:00,0.51326459
20180318 01:00,0.56203326
20180318 02:00,0.558497337
20180318 03:00,0.53911474
20180318 04:00,0.554799124
20180318 05:00,0.570445129
20180318 06:00,0.575467326
20180318 07:00,0.523820427
20180318 08:00,0.50360844
20180318 09:00,0.603399327
20180318 10:00,0.610353961
20180318 11:00,0.551741853
20180318 12:00,0.523607421
20180318 13:00,0.525384429
20180318 14:00,0.518927068
20180318 15:00,0.49812644
20180318 16:00,0.402364912
20180318 17:00,0.387691036
20180318 18:00,0.254959221
20180318 19:00,0.290172586
20180318 20:00,0.200928442
20180318 21:00,0.159926149
20180318 22:00,0.137276295
20180318 23:00,0.102773553
20180319 00:00,0.098290217
20180319 01:00,0.073462108
20180319 02:00,0.060088836
20180319 03:00,0.056486683
20180319 04:00,0.048561402
20180319 05:00,0.036472133
20180319 06:00,-0.007007287
20180319 07:00,0.005621473
20180319 08:00,0.02787008
20180319 09:00,0.095132518
20180319 10:00,0.176132537
20180319 11:00,0.283808644
20180319 12:00,0.422922303
20180319 13:00,0.43278484
20180319 14:00,0.500219022
20180319 15:00,0.597275028
20180319 16:00,0.676467773
20180319 17:00,0.720244586
20180319 18:00,0.716583434
20180319 19:00,0.762103736
20180319 20:00,0.824857112
20180319 21:00,0.865963616
20180319 22:00,0.807576628
20180319 23:00,0.741496155
20180320 00:00,0.594789284
20180320 01:00,0.479576378
20180320 02:00,0.530475382
20180320 03:00,0.502368531
20180320 04:00,0.55480167
20180320 05:00,0.50671429
20180320 06:00,0.485897807
20180320 07:00,0.477681323
20180320 08:00,0.391402409
20180320 09:00,0.299962123
20180320 10:00,0.272200936
20180320 11:00,0.307021483
20180320 12:00,0.330339058
20180320 13:00,0.295497509
20180320 14:00,0.247546666
20180320 15:00,0.229347869
20180320 16:00,0.206666933
20180320 17:00,0.177616801
20180320 18:00,0.172369838
20180320 19:00,0.163615742
20180320 20:00,0.129094642
20180320 21:00,0.15318294
20180320 22:00,0.184672524
20180320 23:00,0.196308999
20180321 00:00,0.239762721
20180321 01:00,0.261627621
20180321 02:00,0.34596025
20180321 03:00,0.390609098
20180321 04:00,0.419592287
20180321 05:00,0.427045943
20180321 06:00,0.429795293
20180321 07:00,0.400282971
20180321 08:00,0.403096765
20180321 09:00,0.41184151
20180321 10:00,0.421769175
20180321 11:00,0.436205331
20180321 12:00,0.433628306
20180321 13:00,0.456053374
20180321 14:00,0.488303246
20180321 15:00,0.453511449
20180321 16:00,0.490729032
20180321 17:00,0.56017323
20180321 18:00,0.683015053
20180321 19:00,0.685988204
20180321 20:00,0.720288137
20180321 21:00,0.793557543
20180321 22:00,0.828603397
20180321 23:00,0.850403244
20180322 00:00,0.820547638
20180322 01:00,0.844649435
20180322 02:00,0.854221231
20180322 03:00,0.848028203
20180322 04:00,0.759983248
20180322 05:00,0.717153874
20180322 06:00,0.706178194
20180322 07:00,0.61867582
20180322 08:00,0.490985348
20180322 09:00,0.301710092
20180322 10:00,0.246599414
20180322 11:00,0.276355618
20180322 12:00,0.329107491
20180322 13:00,0.275673911
20180322 14:00,0.242837354
20180322 15:00,0.233550452
20180322 16:00,0.207607265
20180322 17:00,0.170326138
20180322 18:00,0.151990821
20180322 19:00,0.152017307
20180322 20:00,0.134551831
20180322 21:00,0.11634692
20180322 22:00,0.106596357
20180322 23:00,0.168289216
20180323 00:00,0.166209329
20180323 01:00,0.089941328
20180323 02:00,0.102419885
20180323 03:00,0.113359686
20180323 04:00,0.168109079
20180323 05:00,0.297868595
20180323 06:00,0.304712786
20180323 07:00,0.320804472
20180323 08:00,0.309626879
20180323 09:00,0.331488928
20180323 10:00,0.483407461
20180323 11:00,0.562286903
20180323 12:00,0.55315993
20180323 13:00,0.542293882
20180323 14:00,0.527461044
20180323 15:00,0.546998599
20180323 16:00,0.551051207
20180323 17:00,0.619309939
20180323 18:00,0.644658307
20180323 19:00,0.593561602
20180323 20:00,0.540073802
20180323 21:00,0.541967648
20180323 22:00,0.508448248
20180323 23:00,0.447098183
20180324 00:00,0.370826437
20180324 01:00,0.352465085
20180324 02:00,0.296922332
20180324 03:00,0.268417305
20180324 04:00,0.263917164
20180324 05:00,0.241213018
20180324 06:00,0.22711254
20180324 07:00,0.274117706
20180324 08:00,0.237291718
20180324 09:00,0.192469324
20180324 10:00,0.156526456
20180324 11:00,0.165105709
20180324 12:00,0.148909528
20180324 13:00,0.12013208
20180324 14:00,0.122213921
20180324 15:00,0.093790038
20180324 16:00,0.077411158
20180324 17:00,0.089520711
20180324 18:00,0.103990892
20180324 19:00,0.109549493
20180324 20:00,0.116776092
20180324 21:00,0.109462971
20180324 22:00,0.110865429
20180324 23:00,0.095080859
20180325 00:00,0.099664206
20180325 01:00,0.140912046
20180325 02:00,0.078180505
20180325 03:00,0.081596519
20180325 04:00,0.083134359
20180325 05:00,0.085964806
20180325 06:00,0.090220996
20180325 07:00,0.099557587
20180325 08:00,0.100360931
20180325 09:00,0.10426428
20180325 10:00,0.10768125
20180325 11:00,0.100294378
20180325 12:00,0.083398977
20180325 13:00,0.058500439
20180325 14:00,0.046357195
20180325 15:00,0.034670088
20180325 16:00,0.044631551
20180325 17:00,0.065875326
20180325 18:00,0.062549179
20180325 19:00,0.147552582
20180325 20:00,0.128006379
20180325 21:00,0.143614575
20180325 22:00,0.130298704
20180325 23:00,0.105691756
20180326 00:00,0.141536787
20180326 01:00,0.146989296
20180326 02:00,0.099734216
20180326 03:00,0.105434877
20180326 04:00,0.174516394
20180326 05:00,0.173874627
20180326 06:00,0.183971417
20180326 07:00,0.193799589
20180326 08:00,0.208793703
20180326 09:00,0.23341942
20180326 10:00,0.175401993
20180326 11:00,0.181320065
20180326 12:00,0.170892599
20180326 13:00,0.175749578
20180326 14:00,0.145242408
20180326 15:00,0.128605447
20180326 16:00,0.084916947
20180326 17:00,0.073836998
20180326 18:00,0.064251955
20180326 19:00,0.074165564
20180326 20:00,0.069509327
20180326 21:00,0.070792599
20180326 22:00,0.077993153
20180326 23:00,0.091024827
20180327 00:00,0.060517472
20180327 01:00,0.058835307
20180327 02:00,0.047597519
20180327 03:00,0.053561599
20180327 04:00,0.055398817
20180327 05:00,0.076964494
20180327 06:00,0.076272963
20180327 07:00,0.118918276
20180327 08:00,0.128603811
20180327 09:00,0.183591723
20180327 10:00,0.168062527
20180327 11:00,0.176191071
20180327 12:00,0.147934612
20180327 13:00,0.15450265
20180327 14:00,0.089858815
20180327 15:00,0.036084951
20180327 16:00,0.080617148
20180327 17:00,0.146446865
20180327 18:00,0.200701516
20180327 19:00,0.311673338
20180327 20:00,0.312247581
20180327 21:00,0.322366378
20180327 22:00,0.309536668
20180327 23:00,0.334223083
20180328 00:00,0.357949414
20180328 01:00,0.475570734
20180328 02:00,0.502070389
20180328 03:00,0.537802961
20180328 04:00,0.556831992
20180328 05:00,0.63442537
20180328 06:00,0.681831848
20180328 07:00,0.68725209
20180328 08:00,0.755000659
20180328 09:00,0.871345315
20180328 10:00,0.849005245
20180328 11:00,0.824111236
20180328 12:00,0.885583489
20180328 13:00,0.886722003
20180328 14:00,0.894502911
20180328 15:00,0.835103342
20180328 16:00,0.902229673
20180328 17:00,0.859951001
20180328 18:00,0.80888602
20180328 19:00,0.75789653
20180328 20:00,0.747920507
20180328 21:00,0.737011574
20180328 22:00,0.707063308
20180328 23:00,0.627377453
20180329 00:00,0.625809853
20180329 01:00,0.496664334
20180329 02:00,0.344062383
20180329 03:00,0.352040281
20180329 04:00,0.340453734
20180329 05:00,0.28298312
20180329 06:00,0.314077227
20180329 07:00,0.336536456
20180329 08:00,0.384567528
20180329 09:00,0.546885712
20180329 10:00,0.593790642
20180329 11:00,0.523844275
20180329 12:00,0.42870687
20180329 13:00,0.360361827
20180329 14:00,0.371184336
20180329 15:00,0.35638822
20180329 16:00,0.335130995
20180329 17:00,0.297239879
20180329 18:00,0.320986385
20180329 19:00,0.282178487
20180329 20:00,0.211813269
20180329 21:00,0.126288114
20180329 22:00,0.120915476
20180329 23:00,0.084654301
20180330 00:00,0.101337204
20180330 01:00,0.129173058
20180330 02:00,0.123452554
20180330 03:00,0.111246209
20180330 04:00,0.120748634
20180330 05:00,0.139136437
20180330 06:00,0.151615302
20180330 07:00,0.167950404
20180330 08:00,0.22241518
20180330 09:00,0.238738369
20180330 10:00,0.269967878
20180330 11:00,0.329651936
20180330 12:00,0.368775078
20180330 13:00,0.371020291
20180330 14:00,0.343586986
20180330 15:00,0.380533835
20180330 16:00,0.346268314
20180330 17:00,0.3534421
20180330 18:00,0.422692086
20180330 19:00,0.383125679
20180330 20:00,0.328363407
20180330 21:00,0.370589518
20180330 22:00,0.454809147
20180330 23:00,0.456991983
20180331 00:00,0.438801133
20180331 01:00,0.484610728
20180331 02:00,0.519636545
20180331 03:00,0.525769265
20180331 04:00,0.517790311
20180331 05:00,0.582541317
20180331 06:00,0.640069941
20180331 07:00,0.630183693
20180331 08:00,0.597704291
20180331 09:00,0.636293947
20180331 10:00,0.624458851
20180331 11:00,0.570795501
20180331 12:00,0.441451661
20180331 13:00,0.355067475
20180331 14:00,0.350692606
20180331 15:00,0.28523689
20180331 16:00,0.178573084
20180331 17:00,0.145893556
20180331 18:00,0.146615158
20180331 19:00,0.098916815
20180331 20:00,0.125693333
20180331 21:00,0.074519194
20180331 22:00,0.078692781
20180331 23:00,0.05785172
20180401 00:00,0.14501603
