TIMESTAMP,FORECAST
20180214 16:00,0.91631744
20180214 17:00,0.900494252
20180214 18:00,0.930857961
20180214 19:00,0.922020722
20180214 20:00,0.955198653
20180214 21:00,0.961764459
20180214 22:00,0.968047376
20180214 23:00,0.973792419
20180215 00:00,0.916598999
20180215 01:00,0.876282446
20180215 02:00,0.860342696
20180215 03:00,0.899008429
20180215 04:00,0.907729192
20180215 05:00,0.903078402
20180215 06:00,0.925530872
20180215 07:00,0.926633343
20180215 08:00,0.923008711
20180215 09:00,0.943440985
20180215 10:00,0.962467662
20180215 11:00,1.002676522
20180215 12:00,0.996997239
20180215 13:00,0.946357875
20180215 14:00,0.941519784
20180215 15:00,0.902434567
20180215 16:00,0.842870229
20180215 17:00,0.713993553
20180215 18:00,0.556142549
20180215 19:00,0.590990144
20180215 20:00,0.5929095
20180215 21:00,0.60778141
20180215 22:00,0.554217556
20180215 23:00,0.555335214
20180216 00:00,0.627632744
20180216 01:00,0.532321546
20180216 02:00,0.509220413
20180216 03:00,0.540039506
20180216 04:00,0.546563079
20180216 05:00,0.551702306
20180216 06:00,0.61569089
20180216 07:00,0.543168704
20180216 08:00,0.601062006
20180216 09:00,0.728682895
20180216 10:00,0.697078683
20180216 11:00,0.730642805
20180216 12:00,0.663022548
20180216 13:00,0.663519262
20180216 14:00,0.737452637
20180216 15:00,0.652229116
20180216 16:00,0.520305181
20180216 17:00,0.48744619
20180216 18:00,0.468788774
20180216 19:00,0.432285061
20180216 20:00,0.455112189
20180216 21:00,0.417083052
20180216 22:00,0.381192754
20180216 23:00,0.361210176
20180217 00:00,0.337596612
20180217 01:00,0.241656233
20180217 02:00,0.163059655
20180217 03:00,0.124054559
20180217 04:00,0.107751331
20180217 05:00,0.064152827
20180217 06:00,0.092465889
20180217 07:00,0.025883929
20180217 08:00,0.029417273
20180217 09:00,0.066458124
20180217 10:00,0.120723966
20180217 11:00,0.110281236
20180217 12:00,0.143993996
20180217 13:00,0.119493897
20180217 14:00,0.094118931
20180217 15:00,0.031552723
20180217 16:00,0.05192217
20180217 17:00,0.10480005
20180217 18:00,0.120345971
20180217 19:00,0.149728143
20180217 20:00,0.2108774
20180217 21:00,0.244527384
20180217 22:00,0.296977653
20180217 23:00,0.321675499
20180218 00:00,0.328179937
20180218 01:00,0.328132422
20180218 02:00,0.333308107
20180218 03:00,0.400782369
20180218 04:00,0.513872683
20180218 05:00,0.552500033
20180218 06:00,0.538118908
20180218 07:00,0.536482363
20180218 08:00,0.575471306
20180218 09:00,0.549613909
20180218 10:00,0.570869236
20180218 11:00,0.583738095
20180218 12:00,0.571678285
20180218 13:00,0.546508375
20180218 14:00,0.519959504
20180218 15:00,0.467934977
20180218 16:00,0.400931867
20180218 17:00,0.356536649
20180218 18:00,0.329049721
20180218 19:00,0.295088507
20180218 20:00,0.293796692
20180218 21:00,0.282950793
20180218 22:00,0.273525668
20180218 23:00,0.307203023
20180219 00:00,0.255981626
20180219 01:00,0.174893776
20180219 02:00,0.115850593
20180219 03:00,0.0982759
20180219 04:00,0.136712682
20180219 05:00,0.152381363
20180219 06:00,0.097140705
20180219 07:00,0.080269929
20180219 08:00,0.058495756
20180219 09:00,0.053478076
20180219 10:00,0.066064949
20180219 11:00,0.072736339
20180219 12:00,0.081666237
20180219 13:00,0.077519943
20180219 14:00,0.091954815
20180219 15:00,0.109456824
20180219 16:00,0.028596374
20180219 17:00,0.009411277
20180219 18:00,0.0286238
20180219 19:00,0.045149634
20180219 20:00,0.063341403
20180219 21:00,0.085911961
20180219 22:00,0.168348561
20180219 23:00,0.161281538
20180220 00:00,0.118101809
20180220 01:00,0.095270811
20180220 02:00,0.074333235
20180220 03:00,0.090016735
20180220 04:00,0.142183194
20180220 05:00,0.085725568
20180220 06:00,0.082683517
20180220 07:00,0.137259744
20180220 08:00,0.164628514
20180220 09:00,0.164843564
20180220 10:00,0.165882839
20180220 11:00,0.194352199
20180220 12:00,0.17748353
20180220 13:00,0.178996135
20180220 14:00,0.171708093
20180220 15:00,0.133264877
20180220 16:00,0.088260315
20180220 17:00,0.090940582
20180220 18:00,0.111035215
20180220 19:00,0.098452052
20180220 20:00,0.112135245
20180220 21:00,0.115595296
20180220 22:00,0.113145202
20180220 23:00,0.095918493
20180221 00:00,0.076011841
20180221 01:00,0.089074068
20180221 02:00,0.060865859
20180221 03:00,0.057256462
20180221 04:00,0.09278477
20180221 05:00,0.029057331
20180221 06:00,0.034476552
20180221 07:00,0.018212887
20180221 08:00,0.013179511
20180221 09:00,0.021418925
20180221 10:00,0.02329899
20180221 11:00,0.051822974
20180221 12:00,0.061493749
20180221 13:00,0.065487211
20180221 14:00,0.056573323
20180221 15:00,0.050941761
20180221 16:00,0.064586482
20180221 17:00,0.108370412
20180221 18:00,0.112882345
20180221 19:00,0.157387877
20180221 20:00,0.189712637
20180221 21:00,0.184542945
20180221 22:00,0.180830666
20180221 23:00,0.235147721
20180222 00:00,0.260151807
20180222 01:00,0.208239302
20180222 02:00,0.196396005
20180222 03:00,0.167005111
20180222 04:00,0.112492542
20180222 05:00,0.111291058
20180222 06:00,0.055196043
20180222 07:00,0.04684854
20180222 08:00,0.051836485
20180222 09:00,0.057131219
20180222 10:00,0.085729057
20180222 11:00,0.077536403
20180222 12:00,0.060322052
20180222 13:00,0.06355575
20180222 14:00,0.066754287
20180222 15:00,0.069115566
20180222 16:00,0.063318794
20180222 17:00,0.128316855
20180222 18:00,0.187525123
20180222 19:00,0.216253438
20180222 20:00,0.207284878
20180222 21:00,0.16172469
20180222 22:00,0.186103046
20180222 23:00,0.213315874
20180223 00:00,0.15634007
20180223 01:00,0.130966941
20180223 02:00,0.05807967
20180223 03:00,0.081122003
20180223 04:00,0.082705327
20180223 05:00,0.062997175
20180223 06:00,0.069278682
20180223 07:00,0.071278357
20180223 08:00,0.095307507
20180223 09:00,0.108856497
20180223 10:00,0.11398824
20180223 11:00,0.074881379
20180223 12:00,0.061806197
20180223 13:00,0.041803897
20180223 14:00,0.032198081
20180223 15:00,0.019620671
20180223 16:00,0.076236112
20180223 17:00,0.12506394
20180223 18:00,0.086113197
20180223 19:00,0.136142655
20180223 20:00,0.129069914
20180223 21:00,0.115153925
20180223 22:00,0.110497809
20180223 23:00,0.146943342
20180224 00:00,0.085669076
20180224 01:00,0.111766498
20180224 02:00,0.121256582
20180224 03:00,0.130042112
20180224 04:00,0.148302412
20180224 05:00,0.137388148
20180224 06:00,0.230468011
20180224 07:00,0.316516269
20180224 08:00,0.370491781
20180224 09:00,0.383546873
20180224 10:00,0.40268586
20180224 11:00,0.400062704
20180224 12:00,0.318971879
20180224 13:00,0.341325971
20180224 14:00,0.320954306
20180224 15:00,0.366305551
20180224 16:00,0.363636614
20180224 17:00,0.318860017
20180224 18:00,0.338582204
20180224 19:00,0.241909618
20180224 20:00,0.189832634
20180224 21:00,0.171474697
20180224 22:00,0.141567674
20180224 23:00,0.142055954
20180225 00:00,0.151998695
20180225 01:00,0.096869329
20180225 02:00,0.102067971
20180225 03:00,0.068116397
20180225 04:00,0.076157487
20180225 05:00,0.069622012
20180225 06:00,0.068506334
20180225 07:00,0.08223698
20180225 08:00,0.125111992
20180225 09:00,0.103601789
20180225 10:00,0.185275809
20180225 11:00,0.207594166
20180225 12:00,0.246153173
20180225 13:00,0.237493478
20180225 14:00,0.291368093
20180225 15:00,0.319967342
20180225 16:00,0.285037514
20180225 17:00,0.229654251
20180225 18:00,0.261740442
20180225 19:00,0.252636768
20180225 20:00,0.201795671
20180225 21:00,0.192513488
20180225 22:00,0.182141894
20180225 23:00,0.189496708
20180226 00:00,0.195057694
20180226 01:00,0.268688094
20180226 02:00,0.268518334
20180226 03:00,0.248146971
20180226 04:00,0.193890542
20180226 05:00,0.200600101
20180226 06:00,0.278904685
20180226 07:00,0.292167504
20180226 08:00,0.357526207
20180226 09:00,0.354894893
20180226 10:00,0.32081612
20180226 11:00,0.314238324
20180226 12:00,0.297467781
20180226 13:00,0.366414275
20180226 14:00,0.32198975
20180226 15:00,0.261691522
20180226 16:00,0.227908752
20180226 17:00,0.179994189
20180226 18:00,0.158311724
20180226 19:00,0.168778264
20180226 20:00,0.157240864
20180226 21:00,0.208360173
20180226 22:00,0.179975358
20180226 23:00,0.187188656
20180227 00:00,0.1728704
20180227 01:00,0.218285318
20180227 02:00,0.252509216
20180227 03:00,0.254513748
20180227 04:00,0.22644383
20180227 05:00,0.267384304
20180227 06:00,0.303103323
20180227 07:00,0.352208748
20180227 08:00,0.411884819
20180227 09:00,0.604717593
20180227 10:00,0.771662903
20180227 11:00,0.722942034
20180227 12:00,0.644237869
20180227 13:00,0.6096337
20180227 14:00,0.690764364
20180227 15:00,0.759998591
20180227 16:00,0.804627451
20180227 17:00,0.757526557
20180227 18:00,0.775690786
20180227 19:00,0.781799234
20180227 20:00,0.775080833
20180227 21:00,0.721138859
20180227 22:00,0.75586196
20180227 23:00,0.730882763
20180228 00:00,0.758175436
20180228 01:00,0.781312449
20180228 02:00,0.715336512
20180228 03:00,0.694354196
20180228 04:00,0.655878069
20180228 05:00,0.663144933
20180228 06:00,0.677092713
20180228 07:00,0.656981915
20180228 08:00,0.683826262
20180228 09:00,0.620754275
20180228 10:00,0.780019205
20180228 11:00,0.711036767
20180228 12:00,0.777154482
20180228 13:00,0.803548357
20180228 14:00,0.864591176
20180228 15:00,0.885361092
20180228 16:00,0.897975391
20180228 17:00,0.76065999
20180228 18:00,0.750219149
20180228 19:00,0.690797765
20180228 20:00,0.702191062
20180228 21:00,0.753638908
20180228 22:00,0.713183241
20180228 23:00,0.713982222
20180301 00:00,0.776910144
